,id,ad_type,start_date,end_date,created_on,lat,lon,l1,l2,l3,l4,l5,l6,rooms,bedrooms,bathrooms,surface_total,surface_covered,price,currency,price_period,title,description,property_type,operation_type
237,Iw6//Enz9VGsFpF0bbTUlA==,Propiedad,2021-04-10,2021-04-10,2021-04-10,-34.5740626,-58.5361632,Argentina,Bs.As. G.B.A. Zona Norte,General San Martín,,,,2.0,,1.0,35.0,35.0,18000.0,ARS,Mensual,Departamento - B.San Martin,"DEPARTAMENTO DE 2 AMBIENTES , CON BALCON AL FRENTE. <br>EL EDIFICIO CUENTA CON SUM, PARRILLA, LAVADERO.<br><br>EXPENSAS : $3500",Departamento,Alquiler
238,qcKj3N/psdJtOjc0JW69Eg==,Propiedad,2021-04-25,2021-04-25,2021-04-25,-34.6293575,-58.4839169,Argentina,Capital Federal,Floresta,,,,2.0,1.0,1.0,,,95000.0,USD,Mensual,"Departamento en Venta en Floresta, Capital federal U$S 95000","Venta de Departamento 2 AMBIENTES en Floresta, Capital Federal. Living amplio (hoy con una división que genera un 2do dormitorio) con pisos de parquet y balcon frances al frente. Cocina independiente. Dormitorio con placards y baño completo. Puede permutar por PH de 3 ambientes de mayor valor, por la zona. Bajas expensas (con proyecto de bajarlas mas en el corto plazo). Las medidas, superficies y montos de expensas consignadas en la presente descripción son aproximadas, a solo título orientativo y no son vinculantes. Las medidas y superficies reales surgen del Título respectivo, y el monto de expensas real, del recibo emitido por la Administración del Consorcio de Copropietarios que rige el inmueble.
 XINTEL(LUI-LU1-10483)",Departamento,Venta
239,+UOWzgIlRlkoaeR3h4NUBA==,Propiedad,2021-03-10,2021-03-10,2021-03-10,-31.4526122885,-64.2588156355,Argentina,Córdoba,Córdoba,Centro,,,4.0,2.0,1.0,,,47000.0,USD,Mensual,Casa en venta de 2 dormitorios c/ cochera en Centro,"casa en carraras sur, 2 dormitorios, , baño, garage semicubierto, lavadero, patio chico 
3512627360 / 3517542818
¡Llámenos para conocer más en detalle esta propiedad! 
Tel: 3517542818 / 3512627360

",Casa,Venta
240,CWSp7GxmQgqBBYs/Ex7u9w==,Propiedad,2020-07-02,2020-09-02,2020-07-02,-34.924523203,-57.949398011,Argentina,Bs.As. G.B.A. Zona Sur,La Plata,,,,,2.0,1.0,,,1234567.0,USD,,departamento-venta,"Jano Chaves Propiedades - venta  departamento - WEB : http://--- **** DESCRIPCION DEL INMUEBLE ****  - departamento de 2 dormitorios, living comedor con balcon al frente, cocina, baño completo y patio         - DIRECCION : 123 entre 61 y 62 - LA PLATA - ESTADO : Excelente - CANTIDAD DE DORMITORIOS : 2 - PATIO : SI  - SUPERFICIE CUBIERTA : 60 m2 - MONTO EXPENSAS : 0",Departamento,Venta
241,sBp0iczTrd81pX/pY742sg==,Propiedad,2020-10-06,2020-10-26,2020-10-06,-34.447726,-58.631603,Argentina,Bs.As. G.B.A. Zona Norte,Tigre,,,,4.0,,4.0,,,4000.0,USD,,"Barrio Cerrado Santa Barbara, SIN COMISION, Enero","Santa barbara.  SIN COMISION.

Muy linda casa estilo racionalista.  FEBRERO de 2021.  3 dormitorios con dependencias, amplio jardin, pileta parrilla. Es una casa muy practica y comoda, ubicada en una calle super tranquila.
El precio es mas gastos.",Otro,Alquiler temporal
242,xLjozuSBMDv5X5B1OHfnyg==,Propiedad,2020-09-30,2020-10-01,2020-09-30,-34.7676999,-58.3963906,Argentina,Bs.As. G.B.A. Zona Sur,Lomas de Zamora,,,,2.0,1.0,1.0,,,75500.0,USD,Mensual,"Departamento en Venta en Temperley este,  g.b.a. zona sur  U$S 75500","Departamento 1 ambiente U$S 62.500 
OPCION  mas cochera descubierta U$$ 16.000 semicubierta U$S 17.500 y cubierta U$S 20.000
Monoambiente copn superficie total de 29,91 mts2. 2 ambientes con superficie total de 40,29 mts2 precio del 2 ambientes U$S 75.500 mas cochera y mas terraza  individual con parrilla. CONSULTE
Complejo Catalina Especificaciones:
Hall de entrada de categoría, portón de entrada a cocheras levadizo automático, ascensor hidraulico con cabina de acero inoxidable uno en cada uno de los cuerpos. 
Cocheras y parrillas individuales OPTATIVAS
Pisos y revestimientos de pared cerámicos o porcelanato. Frente de placard integral con bastidores de aluminio anodizado (no se incluye interior de placard) Monoambiente sin placard
Mesada de granito con bacha de acero inoxidable y grifería monocomando. Artefacto de cocina Longvie o similar. Grifería FV o similar.
Aberturas de alumino anodizado Modena colocados con pre marco de aluminio. Baño con sanitarios Ferrum o similar. Vanitory de melamina. Instalación de desagues para futura colocación de equipos split de aire acondicionado frio-calor en star comedor y dormitorios.
Instalación electrica con disyuntor diferencial y llave termomagnética. Instalación preparada para señal de cable colectiva e internet. Portero electrico. 
Frente del edificio con revestimiento plástico texturado marca Revear o similar.
Herrajes de primera calidad de bronce platil o pulido
Todas las paredes y ceilorrasos terminadas con enlucido de yeso y buñas perimetrales
Pintado de la totalidad de las partes comunes exclusivamente y el interior de los departamenntura de obra.
Cocina: mueble de cocina con bajo mesada de melamina
Instalación de termoyanque a gas o eléctrico
APTO PROFESIONAL
 XINTEL(CNR-CNR-111)",Departamento,Venta
243,45CofhQ+QipQxK2O2pOA2w==,Propiedad,2021-03-25,2021-04-15,2021-03-25,-31.4091288,-64.1966962,Argentina,Córdoba,Córdoba,Centro,,,2.0,1.0,1.0,,,16000.0,ARS,,Departamento en Alquiler - Córdoba,"<b>Departamento en Alquiler - Córdoba</b><br><br>Departamento en alquiler ubicado frente a Plaza Col&oacute;n.<br />
En noveno piso.<br />
Con terraza descubierta de 6m2.<br /><br><br> Características adicionales: <br>  <br><br> Ref#716810.",Departamento,Alquiler
244,CL0D5aWfLEu65Avy7AZsZg==,Propiedad,2020-05-26,2020-06-25,2020-05-26,,,Argentina,Córdoba,,,,,9.0,5.0,5.0,360.0,360.0,362000.0,USD,Mensual,VENDO CHACRAS DE LA VILLA COUNTRY CASA 5 DORM PILETA QUINCHO   RECIBO MENOR,"Inmobiliaria Sosa Brun Vende  <br>Vendo Chacras de la Villa 1174 Mts terreno 326 cubiertos 4 dormitorios ,2 plantas ,dos dormitorios arriba y dos abajo y 5 baños , pileta , cochera doble entra chata y auto , calefaccion  central , tiene escritura y final de obra en la Muni ,cochera más Quincho cocina comedor y living comedor seguridad 24 hs <br>RECIBO AUTO DPTO <br>Villa Allende ",Casa,Venta
245,gDCRlr8c2NFu79jUt1aJoQ==,Propiedad,2020-06-30,2020-07-02,2020-06-30,-34.403458801,-58.6492515258,Argentina,Bs.As. G.B.A. Zona Norte,Tigre,Nordelta,,,2.0,1.0,1.0,46.0,39.0,119000.0,USD,,"Departamento 2 ambientes en Plaza del Sendero, Nordelta","Muy lindo departamento a estrenar en Plaza del sendero. Se accede por escalera hasta el 1er piso. Living comedor de  4 x 4.5 mts2, con balcón  con parrilla. Cocina integrada con lugar para lavarropas/lavavajillas y horno.  Baño completo con bañera. 1 dormitorio con placard de piso a techo espejado. El departamento cuenta con una cochera fija descubierta.La calefacción es por splits.Detalles: Conexión para aires acondicionados (frío/calor).  Aberturas de aluminio anodizado. Agua caliente por termotanque. Expensas y Municipal $2.960MARIELA VILLALBA4501Fotos By HOMERS",Departamento,Venta
246,2RCno2AKVyPMedWjI7iXZA==,Propiedad,2020-09-03,2020-09-08,2020-09-03,-34.4838461183,-58.58967173,Argentina,Bs.As. G.B.A. Zona Norte,San Isidro,,,,3.0,2.0,2.0,170.0,79.0,370000.0,USD,,Excelente Departamento en VENTA en Arboris La Horqueta - PB- Jardin 2 dormitorios -,"Muy lindo y luminoso departamento en planta baja con jardín propio en Arboris LA HORQUETA, sector ""Alba"", orientación Norte (vista a Condominio Quartier).Hall de entrada, living comedor con cocina integrada con barra. Artefactos eléctricos.Dos dormitorios: uno en suite con baño completo, vestidor y otro placard. Segundo dormitorio con placard. Buenos interiores de placard. Ambos dormitorios quedan con black out.Segundo baño completo. Espacio de lavadero y parrilla. Splits Frío/ Calor en cada ambiente. Luminarias embutidas en pasillos, cocina y baños. Pisos de madera en living y dormitorios. Travertino en los baños.Cochera propia en subsuelo.Amenities: pileta mitad abierta y mitad cubierta. Kids club. SUM. Gimnasio. Bar market.Expensas AGOSTO 2020 $9.500.-(incluyen Aysa); ABL: $ 5.500.- Las medidas son aproximadas, las reales y los datos consignados serán verificados contra el título de propiedad.- La presente oferta de venta está condicionada a la confección del COTI por parte del propietario (Res.-AFIP 2371).-",Departamento,Venta
247,v7zq6NDz02wt8gbI1sA6GQ==,Propiedad,2021-05-03,9999-12-31,2021-05-03,-34.17455673,-58.9725647,Argentina,Buenos Aires Interior,Campana,,,,,2.0,1.0,,,70000.0,USD,,Santa Maria de Oro al 900,"Departamento sobre calle Santa Maria de Oro al 900, compuesto por living comedor, cocina con lavadero integrado, dos dormitorios, baño completo y espacio guardacoche techado. 


Información adicional:

Categoría del edificio: Regular
Tipo de edificio: Tipo block
Departamentos por piso: 2
Disposición: Frente
Toda la información y medidas provistas son aproximadas y deberán ratificarse con la documentación pertinente y no compromete contractualmente a nuestra empresa. Los gastos expresados (expensas, ABL-Inmobiliario, etc.) se refieren a la última información recibida y están sujetos a verificación y/o ajustes. Fotografías no vinculantes ni contractuales. COTI en trámite por el propietario.
Corredor Responsable: Gugliatto Maria Florencia
Col. N° 394 T° I F° 132 CMZC
Mat. 3839. T° I F° 144. CUCICBA
",Departamento,Venta
248,tk4zESjzTAXaANmsBru0cg==,Propiedad,2021-04-13,9999-12-31,2021-04-13,-38.083418,-57.55254,Argentina,Buenos Aires Costa Atlántica,Mar del Plata,,,,1.0,,,,,24000.0,USD,,Lote de 10X30 en venta !,"Amplio lote en venta, este es de 10 X 30 . Barrio faro norte, a una cuadra del Bosque Peralta Ramos! Aviso publicado por Pixel Inmobiliario (Servicio de Páginas Web para Inmobiliarias).",Lote,Venta
249,jHfH4h8xvHFr78E/eci8KQ==,Propiedad,2021-01-14,2021-01-15,2021-01-14,,,Argentina,Bs.As. G.B.A. Zona Sur,La Plata,La Plata,,,,,,,1034.0,10000.0,USD,Mensual,Local en Microcentro,"Inmueble ubicado en pleno foco comercial de la peatonal Lavalle. Emplazado sobre lote propio. Cuenta con muy buenos accesos dada su cercanía a importantes avenidas tales como Av. 9 de Julio, Corrientes, Córdoba y L. N. Alem, asimismo se encuentra próximo a la estación "" C. Pellegrini"" de la línea ""B"" de subterráneos y del Metrobus donde circulan numerosas líneas de colectivos. Excelente desarrollo de frente. Desarrollada en PB y EP. Planta libre con divisiones removibles y excelente altura de techos. Cuenta con dos núcleos de sanitarios. Estado de conservación regular. Apto todo destino. Las medidas son aproximadas y a los efectos orientativos.<br>                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ",Local comercial,Alquiler
250,eOvr75vRUkCuoH1MSi4l3A==,Propiedad,2021-03-26,9999-12-31,2021-03-26,-34.45918655,-58.92173004,Argentina,Bs.As. G.B.A. Zona Norte,Pilar,,,,,7.0,6.0,,,550000.0,USD,,Hermosa Casa en Venta en Village Golf & Tenis,"Hermosa Casa en Barrio Village Golf & Tenis.
Exterior: Galeria, cochera, parrilla y horno de barro Pileta de 42m2 de espejo de agua. Iluminación y jets.
Planta baja: Cocina y comedor diario -Despensa, hall con acceso a la escalera principal Comedor con estar. -Living con chimenea y expansión a galería -Sala de música -Toillet con ducha -
Escritorio Primer piso: Dormitorio con vestidor e importante bano con compartimentado con jacuzzi. Dormitorio en suite y vestidos Dormitorio de servicio en suite Lavadero y sala de maquinas con acceso independiente. 
Segundo Piso: Dos dormitorios con baño compartimentado, Playroom octagonal con vista de 225 al golf. Baulera.",Casa,Venta
251,qEFubX+tFDmfEl1yEuFHxg==,Propiedad,2020-07-17,9999-12-31,2020-07-17,-34.61721,-58.391544,Argentina,Capital Federal,Congreso,,,,1.0,,1.0,,,70000.0,USD,,1 AMBIENTE CON COCINA INDEPENDIENTE,"LATERAL- LUMINOSO- BA&Ntilde;O COMPLETO- COCINA INDEPENDIENTE -<br /><br />
  <br />
 Ref#474839.",Departamento,Venta
252,k7bu2FutfpRuoYgMJ0mELA==,Propiedad,2020-10-02,2020-10-03,2020-10-02,-34.61140442,-58.37326431,Argentina,Capital Federal,Monserrat,,,,,,2.0,140.0,140.0,168000.0,USD,Mensual,Moreno  500 4°  - U$D 168.000 - Oficina en Venta,"Excelente ubicacion cerca de todo !! En el barrio de Monserrat lindero con San Telmo y Microcentro porteño. Apocas cuadras del Subte C y E y del Merobus asi como de innumerables medios de transporte. Frente a la Manzana de las Luces Edificio de oficinas con 3 ascensores automáticos y Seguridad permanente. Se trata de una oficina semipiso al frente, con excelente luminosidad de 140 m2 aprox, Planta libre para area de trabajo sin columnas, 3 despachos privados o sala de reuniones. Batería de baños para hombres y mujeres, y office. Aire F/C central . Cochera Expensas $ 24000 aprox Abl $3500Aysa $3200No apto personas con movilidad reducida .Ley 5115 Las medidas y superficies reales surgiran del respectivo titulo de propiedad- El precio del inmueble puede ser modificado sin previo aviso- Toda información es a solo efecto orientativo. Nota 1: Las medidas son aprox. Fotos ilustrativas de carácter no contractual. El valor actual de las Expensas es aprox y sujeto a variaciones del Consorcio.- Nota 2: Venta condicional hasta tanto el/los titular/es cumpla/n con los requisitos de la resolución general 2371 ante afip (coti).- ",Oficina,Venta
253,DsylSyWc9tzrDvYm1tvxzg==,Propiedad,2021-02-03,2021-07-30,2021-02-03,,,Argentina,Tucumán,San Miguel de Tucumán,,,,,3.0,,,,90000.0,USD,Mensual,Departamento - Centro,living comedor -  cocina comedor - 3 dormitorios -  baño - toilette -  balcón -  lavadero -  opción amoblado $32.000 más expensas<br><br>INMOBILIARIA SCHILMAN,Departamento,Venta
254,xBXRJwNI3nk6LhsZgMfxlA==,Propiedad,2020-07-14,2020-07-23,2020-07-14,-34.6593146681,-58.6171996593,Argentina,Bs.As. G.B.A. Zona Oeste,Morón,,,,2.0,1.0,1.0,,,70000.0,USD,,Departamento en Venta en Moron Sur,EXCELENTE DEPARTAMENTO EN PRIMER PISO 2 AMBIENTES QUE CUENTA CON COCINA COMEDOR - BAÑO COMPLETO - UN DORMITORIO - BALCON Y ALTILLO/BAULERA. SIN EXPENSAS! TODOS LOS SERVICIOS.,Departamento,Venta
255,6U5NdcReloaduWJ6Mcx+DQ==,Propiedad,2020-12-01,2020-12-03,2020-12-01,-34.5174169988,-58.4751943889,Argentina,Bs.As. G.B.A. Zona Norte,Vicente López,,,,2.0,2.0,2.0,63.0,52.0,950.0,USD,Mensual,"Horizons - Piso alto, vista al rio - Alquiler Amoblado ","Complejo Horizons Vicente Lopez - 2 ambientes Amoblado.
<br>Living comedor muy espacioso con cocina integrada muy bien equipada
<br>Balcón terraza muy amplio con vista abierta y soleado.
<br>Cocina integrada muy bien equipada, anafe a gas y horno eléctrico, 
<br>Toilette de recepción 
<br>Dormitorio en suite 
<br>Calefacción por piso radiante. Equipos split F/C en living y ventilador de techo en dormitorio 
<br>Amenities full:  pileta climatizada, gym, workzone,  salon gourmet con parrilla, parrillas en terrazas, juegos para niños, sum, laundry, spa, estacionamiento cortesia, vigilancia 24 hs, perimetro cerrado con monitoreo
<br>Alquiler incluye expensas.",Departamento,Alquiler
256,IpodHAHabKGk6fJH/rla2w==,Propiedad,2021-03-01,2021-03-07,2021-03-01,-34.9948179022,-58.0478177524,Argentina,Bs.As. G.B.A. Zona Sur,La Plata,,,,,0.0,,,,1234567.0,USD,,terreno-venta,ORSETTI PROPIEDADES - venta  terreno - WEB : http://www.orsettipropiedades.com.ar--- **** DESCRIPCION DEL INMUEBLE ****  - LOTE DE 10 X 27 CON TODOS LOS SERVICIOS - DIRECCION : 42BIS ENTRE 183 Y 184 - LISANDRO OLMOS - ESTADO : Excelente - CANTIDAD DE DORMITORIOS : CONSULTAR  - PATIO : SI ,Otro,Venta
257,d0c/FRgdVE/ho7wnCx8zeQ==,Propiedad,2020-08-04,9999-12-31,2020-08-04,-31.7648776652,-60.5266921265,Argentina,Entre Ríos,Paraná,,,,,,,,,99000.0,USD,,"Vendo casa de tres dormitorios, zona Paracao.","Ubicado en una zona  tranquila, con muy buen acceso vehicular, ya que podes ingresar por avenida Ramirez o Av de las Américas.

Cuenta con 3 dormitorios, 1 en suite; living; cocina comedor; 1 baño; 2 cocheras (1 semicubierta); depósito en entrepiso; y pequeño jardín.
Tiene 156 mts2 cubiertos, en un terreno de 276 mts2.
Cuenta con todos los servicios. Se evaluan permutas. Aviso publicado por Pixel Inmobiliario (Servicio de Páginas Web para Inmobiliarias).",Casa,Venta
258,WdO9/RMlBQWsEOpqgE5fqA==,Propiedad,2020-10-02,2020-10-05,2020-10-02,-34.72756577,-58.25283432,Argentina,Bs.As. G.B.A. Zona Sur,Quilmes,Quilmes,,,2.0,,2.0,66.0,64.0,140000.0,USD,,Matienzo  200 1°  - U$D 140.000 - Departamento en Venta,"Hermoso depto. tipo Duplez, en 1° piso x escalera, consta de living comedor con amplio ventanal con cortinas Black-out a medida. Toillete con mueble de guardado, cocina con muebles bajo mesada de melamina wengue, mesada en U con pequeño espacio para comedor diario, salida a balcón. Segunda Planta: 2 dormitorios con pisos ceramicos y techos de madera, ambos con placard completos. Baño completo reciclado. Totalmente reciclado, pisos y griferias nuevas, cortinas a medida en todos los ambientes. Se entrega con toda su luminaria. Impecable, recien pintado. APTO CREDITO.",Departamento,Venta
259,7iuGZWTSN6w4PfEgSR0M0g==,Propiedad,2021-03-05,2021-04-07,2021-03-05,-34.590335,-58.388198,Argentina,Capital Federal,Barrio Norte,,,,4.0,3.0,2.0,100.0,100.0,,,Mensual,4 ambientes de 100m2 con COCHERA - Rodriguez Peña esq. Quintana - Listo para Mudarse!!!,"<br>*** CONTACTO PARA VISITAS: FLORENCIA (Whatsapp 1134823602) *** <br><br>Departamento amplio 100m2  de 4 ambientes en excelente edificio con COCHERA. Ubicado en el piso 5º al frente, con hermosa vista en todos sus frentes y super luminoso.<br>Balcón francés <br>Tres dormitorios o dos dormitorios y escritorio.<br> Sistema de calefacción   y agua caliente central. <br>Equipos de aire acondicionados 2.<br>Baño completo con extractor.<br>Toilette de recepción.<br>Dependencia de servicio con baño completo y amplio lugar de guardado<br>Cocina separada con conexión a lavaropas y comedor diario.<br>Cochera móvil en primer subsuelo.<br>Vista Jardín Embajada de Rusia y calle Rodriguez Peña esquina Quintana.<br>SEGURIDAD 24HS CON PORTERIA.<br><br>...RECIEN PINTADO...<br><br>VALOR $75.000<br><br>*** CONTACTO PARA VISITAS: FLORENCIA (Whatsapp 1134823602) *** <br><br><br><br>ONE BROKERS <br>Tel: (11) 52794790 <br> <br>Web:  <br>Seguinos en Facebook o Instagram: onebrokers <br>Tasaciones Profesionales. Matricula 4118: Colegio Profesional Inmobiliario <br>Las medidas, superficies y valores de esta ficha son aproximadas y a título informativo únicamente.",Departamento,Venta
260,MvBwrynxtYc13TbQDq7TGQ==,Propiedad,2020-10-02,2020-11-02,2020-10-02,,,Argentina,Bs.As. G.B.A. Zona Norte,Escobar,,,,,,,853.0,,30000.0,USD,,Boote Lote / N° 0 - U$D 30.000 - Terreno en Venta,"Excelente al golf en el área 2 de 853 mts2, con una vista abierta increíble. Lote 105. Orientación NoroesteHay otro disponible en el mismo área, también al golf, lote 226, de 942 mts2 Orientación Oeste ! Enormess. Si te interesa verlos por video, mandame un Whatsapp y tendrás una idea de estos dos excelentes terrenos para  casas para vender o vivir!   La orientación esta indicada en función de los contrafrentes o fondos de los lotes.   ",Lote,Venta
261,NDhWRKAyQsP4sl1fnrqlJg==,Propiedad,2021-03-28,9999-12-31,2021-03-28,,,Argentina,Bs.As. G.B.A. Zona Norte,Tigre, los alamos,,,4.0,3.0,2.0,,,1000.0,USD,,Barrio cerrado Los Alamos - Casa Alquiler USD 1.000,"**A PARTIR DE ABRIL 2021 /EXCELENTE CASA RECICLADA A NUEVO /ALQUILER CON O SIN MUEBLES | LOTE INTERNO/ SE ENTREGA CON CORTINAS Y LUCES | *** 
Barrio Cerrado LOS ALAMOS, RINCON DE MILBERG, Partido de Tigre. 
Casa desarrolllada en una sola planta de 110m2 Cubiertos + 10m2 Semi-cubiertos, sobre excelente Lote Interno de 303m2, totalmente parquizado 
Living comedor con Hogar a leña,pisos de cemento alisado: amplia Cocina con comedor diario;muebles sobre y bajo mesada, espacio para lavarropa , calefon. 
2 habitaciones con pisos de madera que comparten un baño. Suite ppal con vestidor. 
Exterior: Galería cubierta con parrilla, armarios para guardar productos de limpieza, Jardín parquizado con gramma bahiana . Pergola cubierta para dos autos 
Calefacción por tiro balanceado . Aire Acondicionado: 2 frio calor inverter.. La casa se entrega con o sin muebles, Aires Acondicionados, Cortinas y luces.
________________________________________________________________________ 
El Barrio cuenta con una cancha de tenis, 2 piletas, 1 cancha de fútbol 5 con pasto y Club House. Estado: MUY BUENO Cloacas: SI Las expensas son bajas ($6200, buen acceso de llegada al barrio que tiene muy buena seguridad, el cuál está en el kilómetro 28 del ramal Tigre, lo cual tiene muy buen acceso a capital. NO SE ADMITEN MASCOTAS.

Matera Propiedades
Sabrina Matera
CSI 6329

[Provista por Sistema Dixon | Código 74201210]",Casa,Alquiler
262,F1rTRResk26cvgxI/4YHKQ==,Propiedad,2021-03-26,9999-12-31,2021-03-26,-34.60543823,-58.68680191,Argentina,Bs.As. G.B.A. Zona Oeste,Ituzaingó,,,,,2.0,1.0,,,191000.0,USD,,"Venta Bº Cerrado Agustina 1, casa en venta, 3 ambientes.","FM 2655/3 : Casa dentro del Bº Cerrado Agustinas 1, Living comedor y cocina amoblada. 2 dormit. c/plac., A. Ac. y estufa. Galería c/parrilla, lav. cub., fondo y piscina.

Información adicional:

Fondo libre: 15",Casa,Venta
263,Onx8xzs5ZYvpFR9/KEyl5w==,Propiedad,2021-03-01,2021-03-02,2021-03-01,-34.5148619,-58.5317484,Argentina,Bs.As. G.B.A. Zona Norte,Vicente López,,,,2.0,1.0,1.0,,,25000.0,ARS,Mensual,Munro - Departamento Alquiler ARS 25.000,"MUNRO/VILLA ADELINA

Muy Lindo PH de 2 amb en P.BAJA Fte c/pequeño fondo!! 35 mts2!! A mts de Av. Mitre!  

Comodidades: Living y cocina integrados (3,5x6) Baño (1,5x1,8) Dorm (3,5x3) fondo libre (3,5x 5)


entrecalles. Av. Mitre y Rivadavia

*Las medidas, superficies, y antigüedad (expensas) consignadas en la presente son aproximadas. La información ha sido suministrada por los propietarios al solo efecto orientativo. Los datos definitivos son los que surgirán del título. 

Monica Rollan
CMCPSI 5485

[Provista por Sistema Dixon | CÃ³digo 50003407]",Departamento,Alquiler
264,HFf85eRLBaYam9+Dr6DOKQ==,Propiedad,2021-01-08,9999-12-31,2021-01-08,-34.5902877233,-58.410274038,Argentina,Capital Federal,Recoleta,,,,3.0,2.0,1.0,79.0,79.0,215000.0,USD,Mensual,Departamento - Recoleta,"Departamento al contra-frente cerrado pero muy luminoso.<br>Consta de: living –comedor al contra-frente. <br>Pasillo de distribución.<br>Cuarto principal y 2do cuarto al contra-frente, ambos con buenos placards.<br>Baño completo.<br>Al final del pasillo, toilette de recepción y dependencia de servicio (o 3er dormitorio) que ventila hacia el lavadero.<br>Cocina a gas con puerta de servicio. <br>Pisos de parquet en muy buen estado en todo el dpto.<br>Calefacción central por radiadores y agua caliente individual por termotanque.<br>Aire acondicionado frio calor en living-comedor y en dormitorio principal. Ventilador de techo en segundo dormitorio<br>Baulera de 8m2 en el subsuelo (N°15).<br><br>A.B.L 2021: $1724.95<br> <br><br>Las medidas, superficies y montos de expensas consignadas en la presente descripción son aproximadas, a solo título orientativo y no son vinculantes. Las medidas y superficies reales surgen del Título respectivo, y el monto de expensas real, del recibo emitido por la Administración del Consorcio de Copropietarios que rige el inmueble.<br>Venta supeditada al cumplimiento por parte del propietario de los requisitos de la Resolución General Nº 2371 de la AFIP.<br><br><br><br>",Departamento,Venta
265,m+zKGGzq2EOuVGuJ7b2z+g==,Propiedad,2021-04-06,2021-04-15,2021-04-06,-32.9397399,-60.6906892,Argentina,Santa Fe,Rosario,,,,,2.0,1.0,200.0,148.0,,,Mensual,Se vende casa San Luis 4900,"Casa en venta, terreno de 10x20 con 148 m2 construidos. Dormitorio principal con vestidor y office. Parrillero y lavadero semicubierto. Cochera cerrada para dos vehículos, techo de loza para construir hasta 3 pisos. Planos hechos para ampliación.",Casa,Venta
266,rK1buj6KNYrpcwvwnazZCg==,Propiedad,2020-08-18,2020-08-19,2020-08-18,-35.1679518,-58.2373784,Argentina,Buenos Aires Interior,Brandsen,Coronel Brandsen,,,1.0,0.0,,,,35000.0,USD,,"Lote en Venta en Area 60,  coronel brandsen  U$S 35000","Muy lindos lotes en ""La Reserva"". 
Se venden juntos o separados

Venta de Lote en Área 60, Brandsen
Ubicado en el Barrio Reserva La Escondida. Cuenta con una superficie total de 1.500 m2 

El barrio consta con los siguientes servicios: iluminación, red subterránea, agua potable, red de gas natural, avenidas, calles pavimentadas y cul de sac, cloacas y planta de tratamiento de desechos, seguridad y tecnología y fibra óptica. 

Cuenta con: 
- Área Comercial
- Centro de Salud
- Colegio Bilingue, 
- SPA
- Hotel Boutique
- Golf
- Polo
- Taqueo
- Restó La Vicky
- Club House Familiar y Deportivo. 
- Tenis
- Fútbol
- Club Hípico
- Lagunas
- Actividades Náuticas

El valor de expensas esta actualizado a Mayo 2019 ( El valor de las expensas incluye ARBA)

Alem Propiedades | Roberto Celano
Oficina Lomas 4243-1001 | Oficina Canning 2052-1222
 XINTEL(APL-APL-439)",Lote,Venta
267,TqfIsNd7GPKiof2m/yKTpg==,Propiedad,2021-04-22,2021-07-19,2021-04-22,-34.4005272823,-58.6510169506,Argentina,Bs.As. G.B.A. Zona Norte,Tigre,Rincón de Milberg,,,,,1.0,73.0,73.0,174900.0,USD,,venta-oficina- 4amb-  Ed. Vientos-Nordelta-tigre,"Corredor Responsable: Power Bienes Raíces SRL SABRINA COCCONI - CPI 6800 / CSI 6258Contacto: Débora Klachko - MLS ID # 420801009-150Excelente oficina al frente  en edificio Vientos en Nordelta.Subdividida  en 3 módulos muy amplios y  lista para trabajar.Aire centralAmplia recepción, baño completo y cocina .Muy luminosa,  vista panorámica.Con cochera!!Seguridad 24 hs. expensas $11.600 \n\n Comprá la casa que querés! No la que podés. Accedé a un préstamo por hasta el 30% del valor de esta propiedad. Simulá tu cuota en Lendar ",Oficina,Venta
268,ObzbKmM3AMJwk7/rVzR8jQ==,Propiedad,2020-10-25,2021-04-23,2020-10-25,-34.9319164942,-58.3835310109,Argentina,Bs.As. G.B.A. Zona Sur,Presidente Perón,,,,1.0,1.0,1.0,,,190000.0,USD,,"Casa en Venta en Parque las naciones,  g.b.a. zona sur  U$S 190000","Casa excelente ubicación . Detalles de categoria
PB 
Living comedor. Con estufa Tromen.
Cocina con bajo mesada. Parrilla y horno de barro
Lavadero. Baño compartimentado con ducha finlandesa.
Piscina de 8x 5 , con solárium húmedo  de 2 x 2
PA
Habitación con aire frío calor  

Techos tejas esmaltadas negras
Pisos porcellanatto
Aberturas aluminio línea Modena 

escritura a cargo de la parte compradora
 XINTEL(DRP-DRP-381)",Casa,Venta
